PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
379,1,1,Passenger_379,male,40.0,1,3,TKT10379,242.44,,C
380,0,3,Passenger_380,male,6.0,1,3,TKT10380,41.81,C191,C
381,0,2,Passenger_381,male,18.0,0,1,TKT10381,152.16,,S
382,0,3,Passenger_382,male,31.0,0,0,TKT10382,61.4,,Q
383,0,3,Passenger_383,male,46.0,0,0,TKT10383,38.38,,S
384,1,3,Passenger_384,female,,0,3,TKT10384,38.65,C144,S
385,0,2,Passenger_385,female,,3,2,TKT10385,135.99,,Q
386,1,2,Passenger_386,female,22.0,0,3,TKT10386,115.47,,S
387,0,3,Passenger_387,male,33.0,4,1,TKT10387,64.66,,C
388,1,1,Passenger_388,male,21.0,0,1,TKT10388,39.04,C169,S
389,1,1,Passenger_389,female,17.0,1,3,TKT10389,290.57,,S
390,1,3,Passenger_390,female,44.0,0,2,TKT10390,56.09,C133,Q
391,0,3,Passenger_391,male,23.0,4,1,TKT10391,59.09,,Q
392,1,3,Passenger_392,female,36.0,1,1,TKT10392,58.23,C114,Q
393,1,2,Passenger_393,female,42.0,3,2,TKT10393,96.29,,Q
394,1,2,Passenger_394,female,29.0,3,0,TKT10394,114.34,C78,
395,0,3,Passenger_395,male,31.0,2,1,TKT10395,11.71,,C
396,0,3,Passenger_396,male,27.0,0,3,TKT10396,60.18,C45,S
397,0,3,Passenger_397,male,27.0,3,0,TKT10397,81.72,,C
398,0,3,Passenger_398,male,26.0,3,0,TKT10398,33.2,,S
399,0,3,Passenger_399,male,7.0,4,0,TKT10399,24.75,,C
400,1,2,Passenger_400,male,1.0,0,3,TKT10400,79.97,,Q
401,0,2,Passenger_401,male,12.0,0,2,TKT10401,122.07,,C
402,0,1,Passenger_402,female,14.0,2,0,TKT10402,241.96,,S
403,0,3,Passenger_403,male,34.0,0,0,TKT10403,77.58,C74,
404,0,3,Passenger_404,male,42.0,0,2,TKT10404,23.42,C141,Q
405,0,3,Passenger_405,male,8.0,2,1,TKT10405,8.22,,S
406,0,2,Passenger_406,male,51.0,2,2,TKT10406,135.47,,S
407,1,1,Passenger_407,male,11.0,1,3,TKT10407,177.96,,Q
408,0,1,Passenger_408,female,31.0,2,2,TKT10408,197.73,,S
409,1,2,Passenger_409,female,62.0,2,3,TKT10409,103.72,,S
410,0,2,Passenger_410,male,18.0,1,3,TKT10410,151.74,,Q
411,0,3,Passenger_411,male,22.0,1,3,TKT10411,103.73,,S
412,0,2,Passenger_412,male,50.0,1,0,TKT10412,120.33,C164,C
413,1,1,Passenger_413,female,31.0,4,2,TKT10413,191.72,,Q
414,1,3,Passenger_414,female,23.0,4,3,TKT10414,74.77,,C
415,0,3,Passenger_415,male,,3,1,TKT10415,77.87,C113,S
416,1,3,Passenger_416,female,50.0,1,3,TKT10416,43.41,C101,S
417,0,3,Passenger_417,male,41.0,1,3,TKT10417,102.52,,S
418,1,2,Passenger_418,female,39.0,2,2,TKT10418,73.77,,C
419,1,1,Passenger_419,female,43.0,4,1,TKT10419,126.63,,C
420,1,1,Passenger_420,male,38.0,2,1,TKT10420,226.25,,S
421,0,3,Passenger_421,female,23.0,0,1,TKT10421,95.21,,Q
422,0,2,Passenger_422,male,24.0,3,2,TKT10422,99.05,,S
423,0,3,Passenger_423,male,13.0,4,3,TKT10423,26.37,,Q
424,1,3,Passenger_424,male,30.0,2,1,TKT10424,7.08,,S
425,1,2,Passenger_425,female,33.0,1,1,TKT10425,106.04,,Q
426,1,2,Passenger_426,female,27.0,0,0,TKT10426,120.8,,C
427,0,3,Passenger_427,male,,2,3,TKT10427,55.64,,Q
428,0,3,Passenger_428,male,31.0,4,2,TKT10428,45.68,,C
429,1,3,Passenger_429,female,,4,1,TKT10429,74.42,,S
430,0,3,Passenger_430,male,13.0,3,0,TKT10430,36.16,,Q
431,1,2,Passenger_431,female,24.0,0,0,TKT10431,108.14,C45,C
432,1,3,Passenger_432,female,45.0,0,1,TKT10432,51.24,C119,Q
433,1,3,Passenger_433,female,36.0,2,0,TKT10433,23.34,C17,Q
434,1,2,Passenger_434,female,19.0,3,1,TKT10434,90.56,C79,C
435,1,3,Passenger_435,female,29.0,2,3,TKT10435,86.76,,C
436,1,2,Passenger_436,male,35.0,0,3,TKT10436,141.7,C135,S
437,1,3,Passenger_437,female,30.0,4,1,TKT10437,23.03,,
438,0,3,Passenger_438,male,23.0,2,3,TKT10438,92.85,,S
439,1,2,Passenger_439,female,26.0,2,3,TKT10439,105.89,,C
440,0,3,Passenger_440,male,38.0,4,2,TKT10440,29.75,,Q
441,1,3,Passenger_441,female,23.0,0,0,TKT10441,41.24,,S
442,1,2,Passenger_442,female,32.0,2,1,TKT10442,112.29,C146,Q
443,1,3,Passenger_443,female,9.0,3,3,TKT10443,25.74,,S
444,0,3,Passenger_444,male,35.0,2,3,TKT10444,51.85,,S
445,1,2,Passenger_445,female,15.0,0,2,TKT10445,88.29,,S
446,0,1,Passenger_446,male,22.0,3,3,TKT10446,26.48,,S
447,0,3,Passenger_447,male,27.0,4,3,TKT10447,13.75,C46,Q
448,1,3,Passenger_448,female,25.0,4,3,TKT10448,35.51,C149,Q
449,0,2,Passenger_449,male,21.0,4,3,TKT10449,33.09,C174,Q
450,1,3,Passenger_450,female,16.0,4,0,TKT10450,64.51,,Q
451,0,2,Passenger_451,male,22.0,2,0,TKT10451,39.15,C104,Q
452,0,3,Passenger_452,male,5.0,1,3,TKT10452,88.17,C172,C
453,0,3,Passenger_453,male,25.0,3,1,TKT10453,10.73,C179,Q
454,1,1,Passenger_454,female,23.0,4,3,TKT10454,175.32,,
455,1,3,Passenger_455,female,27.0,4,2,TKT10455,5.5,,S
456,0,3,Passenger_456,male,19.0,4,2,TKT10456,49.55,,S
457,0,1,Passenger_457,male,33.0,2,0,TKT10457,149.84,,Q
458,1,1,Passenger_458,female,18.0,4,2,TKT10458,228.89,,Q
459,1,1,Passenger_459,female,45.0,0,2,TKT10459,83.44,,Q
460,0,3,Passenger_460,male,32.0,3,2,TKT10460,84.55,,C
461,0,3,Passenger_461,male,66.0,1,3,TKT10461,78.93,,C
462,1,3,Passenger_462,male,26.0,2,0,TKT10462,67.65,,S
463,0,2,Passenger_463,male,24.0,4,3,TKT10463,4.94,,C
464,0,3,Passenger_464,male,17.0,3,2,TKT10464,36.28,,C
465,1,3,Passenger_465,male,,1,2,TKT10465,57.99,,Q
466,1,2,Passenger_466,female,,2,2,TKT10466,32.69,,S
467,0,1,Passenger_467,male,15.0,4,1,TKT10467,121.39,,Q
468,1,3,Passenger_468,female,13.0,2,3,TKT10468,72.75,,Q
469,0,2,Passenger_469,male,1.0,2,1,TKT10469,70.59,,C
470,0,3,Passenger_470,male,59.0,3,1,TKT10470,64.76,,S
471,1,3,Passenger_471,female,46.0,0,0,TKT10471,69.93,,
472,0,2,Passenger_472,female,31.0,0,1,TKT10472,3.63,C92,Q
473,1,3,Passenger_473,female,74.0,2,2,TKT10473,10.3,,C
474,1,2,Passenger_474,female,46.0,3,0,TKT10474,99.69,,C
475,0,2,Passenger_475,male,76.0,3,0,TKT10475,124.51,C116,Q
476,0,2,Passenger_476,male,37.0,2,0,TKT10476,65.22,,S
477,1,3,Passenger_477,male,30.0,3,0,TKT10477,50.19,,Q
478,1,3,Passenger_478,male,35.0,0,3,TKT10478,64.48,,Q
479,0,3,Passenger_479,male,34.0,3,2,TKT10479,14.42,C55,Q
480,0,1,Passenger_480,male,16.0,2,1,TKT10480,238.25,C11,S
481,0,1,Passenger_481,female,46.0,1,0,TKT10481,222.69,C178,Q
482,0,3,Passenger_482,male,31.0,3,1,TKT10482,97.85,C157,Q
483,1,1,Passenger_483,female,14.0,4,0,TKT10483,195.79,,Q
484,1,1,Passenger_484,male,38.0,1,3,TKT10484,158.61,,S
485,1,1,Passenger_485,female,38.0,0,1,TKT10485,54.65,C185,S
486,1,1,Passenger_486,female,7.0,2,1,TKT10486,244.81,,C
487,1,3,Passenger_487,male,14.0,1,1,TKT10487,96.81,,C
488,1,2,Passenger_488,female,32.0,1,0,TKT10488,109.12,,S
489,1,3,Passenger_489,female,44.0,4,1,TKT10489,61.1,,Q
490,1,2,Passenger_490,female,17.0,3,1,TKT10490,41.07,,C
491,0,3,Passenger_491,male,33.0,4,0,TKT10491,45.54,C116,C
492,0,3,Passenger_492,male,29.0,3,1,TKT10492,15.63,,C
493,1,1,Passenger_493,male,44.0,3,3,TKT10493,242.62,,Q
494,0,2,Passenger_494,male,11.0,2,0,TKT10494,48.54,,C
495,1,1,Passenger_495,male,,2,0,TKT10495,40.23,,C
496,0,3,Passenger_496,male,14.0,1,1,TKT10496,102.25,C193,S
497,0,3,Passenger_497,male,17.0,3,2,TKT10497,7.64,,C
498,1,3,Passenger_498,female,57.0,0,1,TKT10498,93.13,,C
499,1,1,Passenger_499,male,33.0,1,1,TKT10499,165.71,,Q
500,0,2,Passenger_500,female,35.0,0,2,TKT10500,32.07,,S
501,1,3,Passenger_501,female,9.0,4,3,TKT10501,48.84,,Q
502,0,3,Passenger_502,female,31.0,0,1,TKT10502,38.13,,C
503,1,3,Passenger_503,male,33.0,4,1,TKT10503,47.09,,C
504,0,2,Passenger_504,female,35.0,4,1,TKT10504,84.84,,S
505,0,3,Passenger_505,female,52.0,2,2,TKT10505,50.46,,C
506,1,3,Passenger_506,female,,3,0,TKT10506,16.32,,Q
507,1,1,Passenger_507,female,21.0,4,1,TKT10507,245.52,C174,C
508,0,2,Passenger_508,male,46.0,3,2,TKT10508,95.49,,Q
509,1,2,Passenger_509,female,28.0,2,3,TKT10509,137.0,C107,S
510,1,3,Passenger_510,female,31.0,3,3,TKT10510,16.33,,Q
511,1,2,Passenger_511,female,47.0,0,3,TKT10511,100.94,C194,C
512,0,3,Passenger_512,male,22.0,2,3,TKT10512,6.39,,C
513,0,3,Passenger_513,male,36.0,3,0,TKT10513,68.83,,C
514,0,3,Passenger_514,male,39.0,0,2,TKT10514,61.4,,Q
515,0,3,Passenger_515,male,11.0,1,0,TKT10515,17.0,,C
516,1,1,Passenger_516,female,28.0,2,0,TKT10516,163.62,C140,Q
517,1,2,Passenger_517,female,27.0,4,2,TKT10517,129.2,C106,S
518,0,2,Passenger_518,male,51.0,4,1,TKT10518,130.46,,Q
519,0,3,Passenger_519,male,24.0,0,3,TKT10519,37.63,C153,Q
520,1,3,Passenger_520,female,31.0,0,0,TKT10520,24.78,,Q
521,1,1,Passenger_521,male,21.0,3,3,TKT10521,19.27,,S
522,1,1,Passenger_522,female,7.0,0,0,TKT10522,245.85,,Q
523,0,3,Passenger_523,male,48.0,2,2,TKT10523,18.47,,Q
524,1,2,Passenger_524,male,2.0,1,2,TKT10524,29.43,C130,Q
525,1,3,Passenger_525,female,27.0,0,1,TKT10525,87.3,,C
526,1,3,Passenger_526,female,21.0,4,1,TKT10526,52.7,,C
527,0,2,Passenger_527,male,26.0,3,1,TKT10527,87.94,C122,C
528,1,1,Passenger_528,female,48.0,3,0,TKT10528,127.64,,Q
529,0,2,Passenger_529,male,64.0,4,3,TKT10529,21.92,C149,C
530,1,3,Passenger_530,female,45.0,4,3,TKT10530,102.89,,Q
531,0,1,Passenger_531,female,24.0,0,0,TKT10531,158.8,,S
532,0,3,Passenger_532,male,24.0,4,3,TKT10532,83.01,,S
533,1,1,Passenger_533,male,,3,2,TKT10533,267.44,,C
534,1,3,Passenger_534,female,28.0,1,2,TKT10534,75.15,,C
535,1,1,Passenger_535,female,22.0,2,3,TKT10535,187.26,C83,C
536,0,3,Passenger_536,male,26.0,2,0,TKT10536,80.2,,Q
537,1,3,Passenger_537,female,24.0,4,0,TKT10537,95.02,,S
538,1,3,Passenger_538,female,21.0,3,2,TKT10538,4.17,,C
539,0,2,Passenger_539,male,46.0,4,2,TKT10539,28.64,,C
540,0,2,Passenger_540,male,42.0,2,0,TKT10540,48.65,C24,Q
541,0,3,Passenger_541,male,27.0,3,3,TKT10541,23.49,C111,S
542,1,2,Passenger_542,female,,2,3,TKT10542,105.96,C48,Q
543,0,3,Passenger_543,male,27.0,3,0,TKT10543,55.4,C196,C
544,0,2,Passenger_544,female,49.0,0,1,TKT10544,132.66,,C
545,0,3,Passenger_545,male,33.0,3,3,TKT10545,59.23,,C
546,0,3,Passenger_546,male,39.0,2,1,TKT10546,67.85,,S
547,0,3,Passenger_547,male,7.0,3,2,TKT10547,70.65,C61,S
548,0,3,Passenger_548,male,13.0,4,2,TKT10548,52.76,C85,S
549,1,1,Passenger_549,female,39.0,1,2,TKT10549,140.84,,C
550,1,3,Passenger_550,female,26.0,2,1,TKT10550,39.14,,Q
551,0,2,Passenger_551,male,21.0,4,3,TKT10551,50.48,,Q
552,1,1,Passenger_552,female,7.0,3,2,TKT10552,98.4,,S
553,1,1,Passenger_553,female,32.0,3,3,TKT10553,231.94,C42,C
554,0,2,Passenger_554,male,19.0,4,2,TKT10554,72.53,,S
555,0,2,Passenger_555,male,14.0,0,0,TKT10555,27.29,,Q
556,0,3,Passenger_556,female,41.0,1,2,TKT10556,19.79,,Q
557,1,3,Passenger_557,female,35.0,4,1,TKT10557,94.66,,C
558,1,2,Passenger_558,female,63.0,0,2,TKT10558,29.18,,Q
559,1,1,Passenger_559,female,46.0,2,2,TKT10559,234.85,,C
560,1,2,Passenger_560,female,45.0,3,1,TKT10560,7.53,,C
561,1,2,Passenger_561,female,37.0,3,1,TKT10561,112.35,,Q
562,0,3,Passenger_562,male,30.0,3,2,TKT10562,103.83,C12,
563,1,1,Passenger_563,female,50.0,4,0,TKT10563,184.02,,C
564,1,3,Passenger_564,male,27.0,3,1,TKT10564,28.67,C72,C
565,1,3,Passenger_565,female,38.0,2,2,TKT10565,46.57,C39,S
566,1,1,Passenger_566,female,23.0,0,1,TKT10566,62.34,,C
567,1,3,Passenger_567,female,1.0,3,3,TKT10567,13.57,C47,Q
568,1,3,Passenger_568,female,45.0,4,1,TKT10568,61.65,,S
569,1,3,Passenger_569,female,32.0,0,3,TKT10569,40.22,C169,S
570,1,3,Passenger_570,female,27.0,2,0,TKT10570,69.07,C146,C
571,1,1,Passenger_571,male,27.0,4,3,TKT10571,34.59,C23,
572,1,2,Passenger_572,male,34.0,3,2,TKT10572,102.22,C189,Q
573,1,3,Passenger_573,female,44.0,4,1,TKT10573,52.07,,C
574,0,1,Passenger_574,female,45.0,3,0,TKT10574,18.63,C127,C
575,0,3,Passenger_575,male,24.0,2,1,TKT10575,102.55,,Q
576,1,1,Passenger_576,male,31.0,0,0,TKT10576,162.64,,C
577,1,1,Passenger_577,female,44.0,3,1,TKT10577,247.02,C81,C
578,1,3,Passenger_578,female,,2,2,TKT10578,100.77,C67,S
579,0,1,Passenger_579,male,28.0,1,3,TKT10579,147.17,,C
580,1,3,Passenger_580,female,,0,1,TKT10580,15.88,C7,S
581,1,3,Passenger_581,male,11.0,1,0,TKT10581,32.8,,C
582,0,3,Passenger_582,female,37.0,3,1,TKT10582,22.64,,Q
583,1,3,Passenger_583,female,43.0,4,2,TKT10583,5.86,,C
584,1,3,Passenger_584,female,11.0,4,0,TKT10584,45.16,,C
585,1,2,Passenger_585,male,15.0,3,0,TKT10585,27.83,,Q
586,1,3,Passenger_586,female,15.0,3,1,TKT10586,92.24,C173,Q
587,1,3,Passenger_587,female,38.0,2,0,TKT10587,70.18,,S
588,0,2,Passenger_588,female,4.0,4,0,TKT10588,156.14,C129,C
589,0,1,Passenger_589,male,12.0,1,3,TKT10589,85.21,,C
590,0,3,Passenger_590,male,38.0,3,3,TKT10590,100.35,,S
591,0,3,Passenger_591,male,36.0,1,2,TKT10591,18.11,,C
592,0,2,Passenger_592,male,31.0,1,0,TKT10592,133.07,,C
593,1,2,Passenger_593,female,28.0,3,2,TKT10593,99.51,,S
594,1,3,Passenger_594,female,,3,2,TKT10594,98.42,C18,C
595,0,1,Passenger_595,female,38.0,0,1,TKT10595,282.64,C76,S
596,0,3,Passenger_596,female,29.0,0,2,TKT10596,93.98,,Q
597,1,2,Passenger_597,female,48.0,1,2,TKT10597,16.03,C33,Q
598,1,1,Passenger_598,female,,4,2,TKT10598,165.91,C152,Q
599,1,1,Passenger_599,female,36.0,2,2,TKT10599,198.27,C115,C
600,0,2,Passenger_600,male,29.0,1,1,TKT10600,56.77,,C
601,1,3,Passenger_601,female,29.0,1,2,TKT10601,48.46,,S
602,0,2,Passenger_602,male,23.0,0,2,TKT10602,106.76,,C
603,1,3,Passenger_603,female,51.0,3,1,TKT10603,16.82,C132,S
604,0,3,Passenger_604,male,29.0,0,1,TKT10604,98.46,C29,C
605,1,2,Passenger_605,female,23.0,2,2,TKT10605,48.14,,S
606,1,2,Passenger_606,female,,3,0,TKT10606,21.86,,C
607,1,3,Passenger_607,female,33.0,4,1,TKT10607,79.87,,Q
608,1,3,Passenger_608,female,,4,3,TKT10608,41.61,,C
609,1,3,Passenger_609,female,44.0,2,0,TKT10609,67.82,,S
610,1,3,Passenger_610,male,,0,0,TKT10610,69.28,C63,Q
611,1,2,Passenger_611,female,36.0,0,3,TKT10611,135.11,,S
612,1,1,Passenger_612,female,12.0,0,1,TKT10612,93.64,,S
613,1,1,Passenger_613,male,20.0,0,2,TKT10613,125.67,,C
614,0,2,Passenger_614,male,21.0,4,1,TKT10614,78.61,,Q
615,1,2,Passenger_615,female,15.0,0,2,TKT10615,87.97,,Q
616,1,2,Passenger_616,female,31.0,0,1,TKT10616,123.0,C138,S
617,1,3,Passenger_617,female,45.0,2,1,TKT10617,2.14,,C
618,0,3,Passenger_618,male,30.0,2,0,TKT10618,18.56,,Q
619,0,2,Passenger_619,male,58.0,4,2,TKT10619,138.48,C70,C
620,1,2,Passenger_620,female,29.0,4,2,TKT10620,5.56,,
621,0,3,Passenger_621,male,4.0,3,0,TKT10621,82.45,C172,Q
622,0,3,Passenger_622,male,45.0,3,2,TKT10622,41.56,,Q
623,0,3,Passenger_623,male,28.0,2,1,TKT10623,11.27,,Q
624,1,2,Passenger_624,female,6.0,4,1,TKT10624,4.22,,Q
625,1,1,Passenger_625,male,21.0,4,1,TKT10625,234.7,,S
626,1,3,Passenger_626,female,13.0,0,2,TKT10626,71.57,,C
627,1,1,Passenger_627,female,37.0,4,3,TKT10627,158.02,,Q
628,0,2,Passenger_628,female,18.0,0,3,TKT10628,32.92,,S
629,0,1,Passenger_629,male,34.0,0,0,TKT10629,153.24,,S
630,0,3,Passenger_630,male,41.0,2,1,TKT10630,98.4,,Q
631,1,3,Passenger_631,male,41.0,0,1,TKT10631,8.41,,C
632,1,1,Passenger_632,male,23.0,3,3,TKT10632,35.6,,
633,1,3,Passenger_633,female,38.0,2,0,TKT10633,48.44,,C
634,0,1,Passenger_634,male,2.0,4,2,TKT10634,115.09,C16,C
635,1,2,Passenger_635,female,52.0,4,1,TKT10635,25.7,C133,C
636,0,2,Passenger_636,male,24.0,4,0,TKT10636,67.75,,S
637,0,3,Passenger_637,male,16.0,2,2,TKT10637,64.98,C11,C
638,0,3,Passenger_638,male,1.0,3,1,TKT10638,26.48,C97,Q
639,0,1,Passenger_639,male,26.0,0,1,TKT10639,95.24,C51,S
640,1,3,Passenger_640,male,,1,2,TKT10640,88.6,C26,
641,0,2,Passenger_641,male,13.0,1,2,TKT10641,72.98,C160,C
642,0,1,Passenger_642,male,5.0,1,1,TKT10642,64.95,,C
643,0,2,Passenger_643,male,27.0,2,1,TKT10643,133.51,,Q
644,1,3,Passenger_644,male,37.0,4,2,TKT10644,52.98,,C
645,1,3,Passenger_645,female,28.0,4,0,TKT10645,23.23,,S
646,1,1,Passenger_646,female,44.0,2,2,TKT10646,174.86,,S
647,0,3,Passenger_647,male,17.0,3,3,TKT10647,39.6,,C
648,1,3,Passenger_648,male,,2,0,TKT10648,82.31,,S
649,0,3,Passenger_649,male,29.0,2,1,TKT10649,74.12,C67,
650,1,3,Passenger_650,female,53.0,3,3,TKT10650,85.98,C39,Q
651,0,2,Passenger_651,male,28.0,4,3,TKT10651,113.76,C110,C
652,0,2,Passenger_652,female,20.0,4,0,TKT10652,60.5,,Q
653,1,3,Passenger_653,female,,4,2,TKT10653,35.37,,S
654,1,3,Passenger_654,female,44.0,4,3,TKT10654,102.14,,S
655,1,3,Passenger_655,female,35.0,0,3,TKT10655,4.82,,S
656,1,1,Passenger_656,male,33.0,4,0,TKT10656,58.87,,C
657,1,1,Passenger_657,male,56.0,1,2,TKT10657,138.61,,Q
658,1,2,Passenger_658,female,22.0,1,3,TKT10658,12.92,,C
659,1,1,Passenger_659,female,26.0,3,2,TKT10659,220.72,C45,Q
660,0,3,Passenger_660,male,30.0,3,3,TKT10660,95.06,,S
661,0,3,Passenger_661,male,42.0,0,1,TKT10661,94.85,C20,C
662,1,3,Passenger_662,female,18.0,2,1,TKT10662,53.74,,C
663,1,1,Passenger_663,female,38.0,0,1,TKT10663,106.43,,Q
664,1,3,Passenger_664,female,18.0,2,1,TKT10664,19.5,,S
665,1,2,Passenger_665,male,29.0,3,2,TKT10665,30.37,,Q
666,0,3,Passenger_666,male,28.0,3,0,TKT10666,63.15,C96,S
667,0,1,Passenger_667,male,33.0,1,0,TKT10667,73.8,,S
668,0,2,Passenger_668,male,30.0,1,1,TKT10668,146.19,,C
669,0,2,Passenger_669,male,20.0,3,1,TKT10669,13.23,,C
670,1,3,Passenger_670,female,37.0,0,1,TKT10670,27.8,,S
671,0,3,Passenger_671,male,40.0,3,0,TKT10671,36.29,,Q
672,0,1,Passenger_672,male,,0,2,TKT10672,78.65,,C
673,1,3,Passenger_673,male,31.0,4,3,TKT10673,77.55,C11,C
674,1,3,Passenger_674,female,33.0,1,2,TKT10674,37.07,,S
675,1,1,Passenger_675,male,41.0,0,0,TKT10675,272.65,C33,S
676,1,3,Passenger_676,male,17.0,3,3,TKT10676,33.88,,Q
677,1,1,Passenger_677,female,26.0,2,3,TKT10677,121.93,C195,C
678,1,3,Passenger_678,female,54.0,3,0,TKT10678,79.55,C66,C
679,1,3,Passenger_679,female,26.0,2,1,TKT10679,75.06,,S
680,1,2,Passenger_680,female,47.0,3,3,TKT10680,151.73,C19,C
681,1,1,Passenger_681,male,16.0,3,2,TKT10681,242.45,,Q
682,0,3,Passenger_682,male,41.0,1,1,TKT10682,50.85,,C
683,1,2,Passenger_683,female,9.0,4,1,TKT10683,5.01,,S
684,0,3,Passenger_684,male,35.0,3,1,TKT10684,86.79,,C
685,1,3,Passenger_685,female,30.0,0,2,TKT10685,85.2,,C
686,1,1,Passenger_686,male,1.0,0,3,TKT10686,167.02,,Q
687,0,1,Passenger_687,male,13.0,4,1,TKT10687,63.1,C105,S
688,1,1,Passenger_688,male,31.0,0,3,TKT10688,44.43,,S
689,0,1,Passenger_689,male,51.0,4,0,TKT10689,35.91,C69,Q
690,0,3,Passenger_690,female,38.0,2,2,TKT10690,71.69,,C
691,0,1,Passenger_691,male,47.0,3,1,TKT10691,14.11,C95,S
692,1,2,Passenger_692,female,11.0,1,0,TKT10692,154.13,,C
693,0,3,Passenger_693,female,31.0,0,2,TKT10693,45.77,C76,C
694,0,3,Passenger_694,male,46.0,4,0,TKT10694,15.14,,S
695,0,3,Passenger_695,male,45.0,1,1,TKT10695,19.48,C8,Q
696,1,3,Passenger_696,female,25.0,1,2,TKT10696,70.06,,Q
697,0,3,Passenger_697,male,52.0,4,0,TKT10697,67.82,C168,C
698,1,2,Passenger_698,female,6.0,0,2,TKT10698,16.55,,S
699,1,3,Passenger_699,female,51.0,0,2,TKT10699,8.4,,Q
700,0,3,Passenger_700,male,2.0,4,1,TKT10700,12.96,,S
701,1,2,Passenger_701,male,26.0,0,2,TKT10701,50.42,C123,Q
702,1,2,Passenger_702,male,22.0,3,0,TKT10702,153.36,C58,C
703,0,2,Passenger_703,male,44.0,1,0,TKT10703,87.03,,C
704,0,3,Passenger_704,male,12.0,2,1,TKT10704,73.65,C149,Q
705,1,1,Passenger_705,male,21.0,3,2,TKT10705,281.02,C3,S
706,0,2,Passenger_706,male,32.0,3,1,TKT10706,144.92,C31,S
707,1,3,Passenger_707,female,22.0,1,0,TKT10707,14.21,C168,C
708,0,3,Passenger_708,male,33.0,3,2,TKT10708,66.63,,C
709,0,3,Passenger_709,male,1.0,0,1,TKT10709,41.28,,Q
710,0,3,Passenger_710,male,8.0,0,3,TKT10710,58.85,,Q
711,1,1,Passenger_711,male,59.0,4,1,TKT10711,7.88,,C
712,1,1,Passenger_712,female,23.0,0,2,TKT10712,117.59,,Q
713,0,3,Passenger_713,male,39.0,1,3,TKT10713,73.04,,Q
714,0,2,Passenger_714,male,23.0,1,1,TKT10714,49.02,,S
715,0,2,Passenger_715,male,14.0,1,3,TKT10715,72.96,,C
716,1,3,Passenger_716,female,38.0,4,1,TKT10716,44.93,,S
717,0,3,Passenger_717,male,27.0,3,0,TKT10717,35.71,,S
718,1,1,Passenger_718,male,47.0,3,1,TKT10718,122.21,C151,S
719,1,3,Passenger_719,female,8.0,4,2,TKT10719,64.1,,S
720,1,3,Passenger_720,female,26.0,2,0,TKT10720,72.18,,Q
721,0,3,Passenger_721,male,27.0,3,1,TKT10721,46.89,,C
722,0,3,Passenger_722,male,19.0,0,2,TKT10722,43.58,,C
723,0,2,Passenger_723,male,24.0,3,0,TKT10723,150.46,,C
724,1,1,Passenger_724,male,27.0,1,0,TKT10724,224.96,C170,Q
725,0,3,Passenger_725,male,21.0,4,1,TKT10725,19.93,C109,C
726,0,3,Passenger_726,male,32.0,2,1,TKT10726,86.99,,
727,1,3,Passenger_727,female,,4,0,TKT10727,97.57,,Q
728,0,2,Passenger_728,male,15.0,1,3,TKT10728,57.41,,S
729,1,3,Passenger_729,female,31.0,2,1,TKT10729,50.13,,C
730,0,3,Passenger_730,male,29.0,3,1,TKT10730,16.36,C51,Q
731,0,2,Passenger_731,female,39.0,0,1,TKT10731,105.14,,C
732,0,3,Passenger_732,male,40.0,3,3,TKT10732,15.5,,
733,0,3,Passenger_733,male,24.0,0,3,TKT10733,51.1,,C
734,0,2,Passenger_734,male,18.0,0,2,TKT10734,155.37,,S
735,1,3,Passenger_735,male,23.0,1,1,TKT10735,14.38,C110,
736,0,3,Passenger_736,male,24.0,3,3,TKT10736,55.67,,Q
737,1,2,Passenger_737,female,,2,3,TKT10737,40.94,,S
738,0,2,Passenger_738,female,40.0,4,0,TKT10738,69.11,,
739,0,3,Passenger_739,male,13.0,4,2,TKT10739,26.4,C34,C
740,1,3,Passenger_740,male,49.0,1,1,TKT10740,74.02,,S
741,0,1,Passenger_741,male,29.0,4,2,TKT10741,279.3,C112,Q
742,1,3,Passenger_742,female,25.0,4,0,TKT10742,19.12,,C
743,0,3,Passenger_743,male,12.0,0,1,TKT10743,46.77,,Q
744,1,1,Passenger_744,male,30.0,1,0,TKT10744,275.49,,Q
745,1,1,Passenger_745,male,25.0,0,1,TKT10745,95.63,C70,Q
746,0,3,Passenger_746,male,12.0,1,0,TKT10746,2.23,,C
747,1,2,Passenger_747,female,13.0,0,0,TKT10747,129.29,,
748,0,3,Passenger_748,male,40.0,2,1,TKT10748,85.47,,S
749,1,2,Passenger_749,female,8.0,1,3,TKT10749,17.47,,S
750,1,1,Passenger_750,male,,1,1,TKT10750,256.61,,Q
751,1,3,Passenger_751,female,,0,0,TKT10751,40.66,C12,S
752,1,1,Passenger_752,male,22.0,4,0,TKT10752,248.92,,S
753,0,2,Passenger_753,male,12.0,1,2,TKT10753,53.93,,S
754,1,1,Passenger_754,male,32.0,2,0,TKT10754,162.91,,C
755,0,3,Passenger_755,male,24.0,3,0,TKT10755,52.29,,S
756,1,2,Passenger_756,female,21.0,0,0,TKT10756,95.69,,S
757,1,1,Passenger_757,female,35.0,3,2,TKT10757,291.95,C39,Q
758,0,1,Passenger_758,male,18.0,3,3,TKT10758,255.74,,S
